z_values,flux_z_exp,SMD_z_exp
2.0,0.7785454545454545,32.59025106048576
4.0,1.397843,33.59626692833823
6.0,1.8042891818181817,34.80109849570073
8.0,1.8029361818181817,35.60472470532664
10.0,1.2769771818181819,36.44843343174993
12.0,0.5667471818181818,37.782424346818736
14.0,0.14963300000000002,39.37909124263424
16.0,0.040687636363636356,41.53592244014264
18.0,0.003280272727272727,43.814973339245626
