y_values,flux_y_exp,SMD_y_exp
-10.0,0.03291944444444444,30.932784116108344
-8.0,0.1233772222222222,31.82488147641155
-6.0,0.3928474444444444,33.2903171663753
-4.0,0.8842343333333332,33.984956705920965
-2.0,1.4184127777777777,35.13841570495659
0.0,1.865564888888889,35.828645062466634
2.0,1.907452111111111,36.00662704658553
4.0,1.530548222222222,35.35340018710798
6.0,0.9172895555555556,34.686197331122635
8.0,0.3777183333333333,34.50851971383733
10.0,0.10856122222222223,34.235572169722964
