xD,zD
0.0,0.0
0.2395199999999999,2.092142222222222
0.4783328888888888,3.6870444444444446
0.7183466666666666,4.074911111111111
0.9354599999999998,4.673533333333334
1.1997622222222222,5.168711111111111
1.4091844444444446,5.450222222222222
1.6780466666666665,5.805088888888889
1.9037199999999999,6.008866666666666
2.1229022222222222,6.367733333333334
2.3303800000000003,6.6438444444444436
2.633748888888889,7.018777777777778
2.8603666666666663,7.201777777777778
3.1063222222222224,7.445666666666666
3.3564555555555557,7.689866666666666
3.5804555555555555,7.8554666666666675
3.8174333333333332,8.003977777777779
4.079588888888889,8.198044444444443
4.304211111111111,8.368888888888888
4.563544444444445,8.515355555555555
4.609722222222222,8.529155555555555
4.957277777777777,8.485111111111111
5.273833333333332,8.505022222222221
5.442166666666665,8.850444444444443
5.6156999999999995,9.007933333333334
5.992811111111111,9.043355555555555
6.231099999999999,9.154666666666667
6.480166666666666,9.279177777777777
6.662388888888889,9.433888888888887
6.895011111111111,9.5338
7.112988888888888,9.623755555555555
7.3894111111111105,9.789822222222222
7.603055555555554,9.903222222222222
7.907766666666666,10.060466666666667
8.164744444444445,10.148444444444445
8.386544444444445,10.253733333333333
8.640055555555556,10.357688888888887
8.834722222222222,10.429200000000002
9.087344444444446,10.542755555555557
9.309455555555555,10.467866666666666
9.598366666666667,10.68288888888889
9.749255555555555,10.757466666666668
10.044855555555555,10.805355555555556
10.229566666666667,10.89948888888889
10.547966666666667,10.989644444444446
10.776322222222221,11.123288888888888
11.021677777777777,11.259222222222222
11.256344444444444,11.361044444444444
11.491077777777779,11.4292
11.760122222222224,11.556977777777778
11.963055555555556,11.758222222222221
12.250144444444446,11.862155555555557
12.483744444444445,11.943377777777776
12.71581111111111,12.03171111111111
12.958233333333334,12.106311111111111
13.193522222222223,12.200111111111111
13.443966666666666,12.323911111111112
13.680566666666667,13.834022222222222
13.927455555555557,13.978000000000002
14.170433333333333,14.138288888888889
14.403477777777779,14.26511111111111
14.648277777777778,14.382644444444445
14.869099999999998,14.52437777777778
15.130944444444445,14.6528
15.229033333333334,14.665955555555556
15.569344444444445,13.278711111111113
15.850388888888888,13.420488888888887
16.076877777777774,13.69651111111111
16.322944444444442,14.606288888888887
16.567166666666665,14.723933333333331
16.811366666666665,14.856177777777777
17.023722222222222,14.993111111111109
17.266499999999997,15.075822222222223
17.527366666666662,15.26951111111111
17.73721111111111,15.378777777777778
17.99598888888889,15.534533333333334
18.25121111111111,15.669533333333332
18.422455555555555,15.762022222222221
18.703722222222222,15.879022222222222
18.971477777777775,15.970666666666665
19.202055555555557,16.765466666666665
19.438344444444446,16.871866666666666
19.658188888888883,17.008
19.913433333333334,17.135955555555554
20.15398888888889,17.265466666666665
20.41212222222222,17.393355555555555
20.63747777777778,17.497244444444444
20.89681111111111,17.628844444444443
21.12518888888889,17.74717777777778
21.370722222222224,17.859111111111112
21.61421111111111,17.977888888888888
21.854099999999995,18.124666666666666
22.043255555555557,18.171444444444443
22.304766666666666,18.3556
22.55021111111111,18.38586666666667
22.80521111111111,18.500711111111112
23.008655555555553,18.616799999999998
23.136877777777777,18.697755555555556
23.537544444444446,17.952711111111107
23.77021111111111,18.03408888888889
24.019988888888886,13.48868888888889
