xD,zD
0.0,0.0
0.2294133333333332,1.752231111111111
0.4601406666666666,2.7816666666666667
0.7024608888888888,3.437933333333333
0.9368044444444443,4.015955555555555
1.1719955555555552,4.540466666666667
1.403131111111111,4.939822222222222
1.640677777777778,5.343888888888889
1.8754177777777774,5.744911111111111
2.096153333333333,5.9974
2.324202222222222,6.299111111111111
2.5707066666666663,6.5658666666666665
2.813128888888889,6.825777777777777
3.0282622222222217,7.083133333333333
3.278151111111111,7.287599999999999
3.486862222222222,7.50288888888889
3.749395555555555,7.715
3.9838177777777775,7.936555555555556
4.213351111111111,8.140133333333333
4.4513066666666665,8.345799999999999
4.657684444444444,8.50131111111111
4.919373333333334,8.665577777777779
5.153795555555555,8.860066666666667
5.387328888888889,9.0162
5.593217777777777,9.132622222222222
5.628662222222223,9.107866666666668
6.093373333333333,8.936266666666667
6.2611511111111104,9.062199999999999
6.464306666666666,9.149155555555556
6.795373333333334,9.131133333333333
7.014684444444445,9.2672
7.195173333333333,9.446066666666667
7.467528888888888,9.5928
7.722173333333332,9.736577777777779
7.955284444444444,9.8798
8.139284444444446,10.339733333333333
8.412195555555554,10.512155555555553
8.658928888888887,10.683244444444446
8.891662222222221,10.820022222222223
9.13444,10.491177777777777
9.374484444444445,10.6058
9.57104,11.24157777777778
9.845017777777779,10.832200000000002
10.048284444444443,11.479755555555556
10.21264,11.573644444444446
10.528928888888887,11.674399999999999
10.758840000000001,12.349733333333333
11.00006222222222,12.561800000000002
11.25204,12.656999999999998
11.472462222222221,12.754133333333332
11.719373333333332,13.057333333333334
11.948928888888888,13.211488888888887
12.143862222222221,13.317199999999998
12.419328888888888,13.15571111111111
12.470528888888888,13.156933333333331
12.868906666666666,13.133000000000001
13.104262222222221,13.242933333333333
13.208973333333333,13.284822222222221
13.593684444444444,13.44168888888889
13.815506666666666,13.573444444444444
14.054195555555555,13.688444444444443
14.289151111111112,14.034088888888888
14.508306666666666,14.184066666666666
14.632084444444445,14.240577777777776
14.985039999999998,14.073733333333331
15.22726222222222,14.571911111111111
15.459195555555555,14.726377777777778
15.69744,14.8728
15.935817777777777,15.001888888888889
16.16424,15.13802222222222
16.410128888888888,15.276355555555556
16.64441777777778,15.418222222222223
16.73775111111111,15.473933333333331
17.111306666666664,14.960888888888887
17.343884444444445,15.050088888888887
17.582662222222222,15.154977777777779
17.80855111111111,15.227111111111109
18.046195555555556,15.32102222222222
18.273439999999997,15.42982222222222
18.510751111111112,15.503155555555555
18.738239999999998,15.620599999999998
18.962728888888886,15.745533333333332
19.221662222222225,15.842377777777779
19.432195555555552,15.953666666666667
19.692662222222218,16.846600000000002
19.91570666666667,16.99331111111111
20.16086222222222,17.1568
20.30684,18.22102222222222
20.62712888888889,18.4344
20.684706666666667,18.465422222222223
20.95199555555556,18.12768888888889
21.328239999999997,18.28826666666666
21.52721777777778,19.147555555555556
21.802284444444442,19.352422222222224
22.023306666666663,19.53064444444444
22.246595555555555,19.706888888888887
22.43992888888889,19.839088888888885
22.721506666666667,17.028444444444442
22.969595555555554,17.12551111111111
23.197817777777775,17.198466666666665
23.44426222222222,17.23331111111111
