xD,zD
0.0,0.0
0.505818,2.514311111111111
1.0102666666666669,4.881311111111111
1.5241600000000002,5.895999999999999
2.000377777777778,6.574133333333334
2.445797777777778,6.913377777777777
3.0176266666666667,7.422222222222222
3.4587600000000003,7.522888888888889
3.9726266666666668,7.773444444444444
4.190515555555556,8.041244444444445
5.004560000000001,7.998555555555555
5.417582222222222,8.154377777777778
5.847293333333333,8.216444444444445
6.4490711111111105,8.332622222222222
6.962115555555556,8.337266666666666
7.6278933333333345,8.312288888888888
7.985204444444444,8.469711111111112
8.558293333333332,8.481066666666667
9.214537777777778,8.481577777777778
9.626693333333334,8.476688888888889
10.161515555555555,8.556111111111111
10.42036,8.520533333333333
11.347982222222223,8.508977777777778
11.632871111111113,8.550088888888888
12.287893333333333,8.614066666666666
12.719804444444446,8.69111111111111
13.405493333333332,8.786
13.890426666666666,8.9002
14.40578222222222,9.036911111111111
14.96778222222222,9.155466666666666
15.443382222222223,9.277911111111111
15.912337777777777,9.330733333333333
16.50831555555556,9.424155555555556
16.95187111111111,9.49951111111111
17.54936,9.585377777777778
18.05667111111111,9.700777777777777
18.575782222222223,9.774622222222222
19.092937777777777,9.894777777777778
20.646493333333332,9.208444444444446
